postcode,suburb,Distance_to_32WrightCt_km,Distance_Range,Free_Shipping_Threshold,Fee_If_Under
5431,MINBURRA PLAIN,308.01,> 20 km,N/A,N/A
5700,PORT AUGUSTA,308.67,> 20 km,N/A,N/A
5710,STIRLING NORTH,309.02,> 20 km,N/A,N/A
5431,YALPARA,310.04,> 20 km,N/A,N/A
5700,DAVENPORT,310.43,> 20 km,N/A,N/A
5422,PARATOO,310.61,> 20 km,N/A,N/A
5432,CARRIETON,311.29,> 20 km,N/A,N/A
5700,PORT AUGUSTA WEST,311.46,> 20 km,N/A,N/A
5700,MUNDALLIO,312.24,> 20 km,N/A,N/A
5275,REEDY CREEK,313.58,> 20 km,N/A,N/A
5700,WAMI KATA,315.52,> 20 km,N/A,N/A
5275,CAPE JAFFA,316.34,> 20 km,N/A,N/A
5275,WANGOLINA,316.58,> 20 km,N/A,N/A
5433,SALTIA,316.94,> 20 km,N/A,N/A
5432,MOOCKRA,318.24,> 20 km,N/A,N/A
5440,YUNTA,319.6,> 20 km,N/A,N/A
5271,CADGEE,319.87,> 20 km,N/A,N/A
5433,BRUCE,322.52,> 20 km,N/A,N/A
5271,LOCHABER,322.77,> 20 km,N/A,N/A
5432,YANYARRIE,323.16,> 20 km,N/A,N/A
5271,THE GAP,323.17,> 20 km,N/A,N/A
5262,FRANCES,324.08,> 20 km,N/A,N/A
5431,NORTH HILLS,324.64,> 20 km,N/A,N/A
5700,COMMISSARIAT POINT,325.16,> 20 km,N/A,N/A
5273,AVENUE RANGE,325.27,> 20 km,N/A,N/A
5275,MOUNT BENSON,326.04,> 20 km,N/A,N/A
5275,BOATSWAIN POINT,326.9,> 20 km,N/A,N/A
5417,DANGGALI,328.93,> 20 km,N/A,N/A
5422,WAROONEE,329.74,> 20 km,N/A,N/A
5262,BINNUM,331.01,> 20 km,N/A,N/A
5433,STEPHENSTON,332.22,> 20 km,N/A,N/A
5271,NARACOORTE,333.3,> 20 km,N/A,N/A
5431,MINBURRA STATION,334.48,> 20 km,N/A,N/A
5700,BLANCHE HARBOR,334.82,> 20 km,N/A,N/A
5715,LINCOLN GAP,335.18,> 20 km,N/A,N/A
5432,BELTON,335.96,> 20 km,N/A,N/A
5271,WILD DOG VALLEY,336.1,> 20 km,N/A,N/A
5276,ROBE,336.25,> 20 km,N/A,N/A
5433,QUORN,336.36,> 20 km,N/A,N/A
5271,MOUNT LIGHT,338.96,> 20 km,N/A,N/A
5262,KYBYBOLITE,339.34,> 20 km,N/A,N/A
5713,EMEROO,341.26,> 20 km,N/A,N/A
5433,YARRAH,342.2,> 20 km,N/A,N/A
5271,MOYHALL,343.06,> 20 km,N/A,N/A
5272,LUCINDALE,343.1,> 20 km,N/A,N/A
5262,HYNAM,343.59,> 20 km,N/A,N/A
5271,STEWART RANGE,344.16,> 20 km,N/A,N/A
5715,ILLEROO,344.19,> 20 km,N/A,N/A
5272,CONMURRA,345.31,> 20 km,N/A,N/A
5417,QUONDONG,348.1,> 20 km,N/A,N/A
5432,WILCOWIE,348.75,> 20 km,N/A,N/A
5271,STRUAN,349.17,> 20 km,N/A,N/A
5271,KOPPAMURRA,349.87,> 20 km,N/A,N/A
5715,CARRIEWERLOO,350.69,> 20 km,N/A,N/A
5713,MOUNT ARDEN,352.04,> 20 km,N/A,N/A
5276,BRAY,352.69,> 20 km,N/A,N/A
5271,SPENCE,353.51,> 20 km,N/A,N/A
5440,OULNINA PARK,354.12,> 20 km,N/A,N/A
5440,WINNININNIE,355.11,> 20 km,N/A,N/A
5432,CRADOCK,355.11,> 20 km,N/A,N/A
5272,GREENWAYS,355.24,> 20 km,N/A,N/A
5271,JOANNA,356.13,> 20 km,N/A,N/A
5440,WAUKARINGA,357.11,> 20 km,N/A,N/A
5271,BOOL LAGOON,358.87,> 20 km,N/A,N/A
5715,PANDURRA,359.68,> 20 km,N/A,N/A
5271,LAURIE PARK,359.69,> 20 km,N/A,N/A
5276,NORA CREINA,360.05,> 20 km,N/A,N/A
5440,MELTON STATION,361.2,> 20 km,N/A,N/A
5440,MANUNDA STATION,361.95,> 20 km,N/A,N/A
5432,THREE CREEKS,362.68,> 20 km,N/A,N/A
5440,MANNA HILL,363.88,> 20 km,N/A,N/A
5432,WITCHITIE,363.88,> 20 km,N/A,N/A
5417,OAKVALE STATION,364.28,> 20 km,N/A,N/A
5433,WILLOCHRA,365.03,> 20 km,N/A,N/A
5713,WILKATANA STATION,365.65,> 20 km,N/A,N/A
5440,FLORINA STATION,365.98,> 20 km,N/A,N/A
5271,WRATTONBULLY,366.62,> 20 km,N/A,N/A
5280,KANGAROO INN,367.39,> 20 km,N/A,N/A
5272,FOX,367.5,> 20 km,N/A,N/A
5277,COMAUM,368.81,> 20 km,N/A,N/A
5440,NETLEY GAP,369.11,> 20 km,N/A,N/A
5280,THORNLEA,372.0,> 20 km,N/A,N/A
5277,GLENROY,374.09,> 20 km,N/A,N/A
5272,COLES,374.33,> 20 km,N/A,N/A
5263,COONAWARRA,375.13,> 20 km,N/A,N/A
5440,OULNINA,375.8,> 20 km,N/A,N/A
5277,MAAOUPE,377.07,> 20 km,N/A,N/A
5434,KANYAKA,377.13,> 20 km,N/A,N/A
5713,YADLAMALKA,378.96,> 20 km,N/A,N/A
5611,IRON KNOB,379.02,> 20 km,N/A,N/A
5280,BEACHPORT,379.9,> 20 km,N/A,N/A
5713,KOOTABERRA,380.0,> 20 km,N/A,N/A
5715,WARTAKA,380.36,> 20 km,N/A,N/A
5280,MAGAREY,380.93,> 20 km,N/A,N/A
5601,WHYALLA BARSON,381.76,> 20 km,N/A,N/A
5611,CORUNNA STATION,381.81,> 20 km,N/A,N/A
5280,FURNER,381.98,> 20 km,N/A,N/A
5280,CLAY WELLS,382.35,> 20 km,N/A,N/A
5434,HAWKER,382.38,> 20 km,N/A,N/A
5277,PENOLA,382.5,> 20 km,N/A,N/A
5611,KATUNGA STATION,382.54,> 20 km,N/A,N/A
5440,KOONAMORE,382.63,> 20 km,N/A,N/A
5280,HATHERLEIGH,383.31,> 20 km,N/A,N/A
5600,WHYALLA PLAYFORD,385.42,> 20 km,N/A,N/A
5600,WHYALLA,385.77,> 20 km,N/A,N/A
5608,WHYALLA NORRIE,386.66,> 20 km,N/A,N/A
5601,FALSE BAY,387.36,> 20 km,N/A,N/A
5608,WHYALLA STUART,387.46,> 20 km,N/A,N/A
5440,MOUNT VICTOR STATION,388.31,> 20 km,N/A,N/A
5434,WORUMBA,389.04,> 20 km,N/A,N/A
5277,MONBULLA,389.43,> 20 km,N/A,N/A
5609,COWLEDS LANDING,390.04,> 20 km,N/A,N/A
5609,MIDDLEBACK RANGE,390.04,> 20 km,N/A,N/A
5609,WHYALLA JENKINS,390.04,> 20 km,N/A,N/A
5609,MURNINNIE BEACH,390.04,> 20 km,N/A,N/A
5608,MULLAQUANA,390.3,> 20 km,N/A,N/A
5432,HOLOWILIENA,391.52,> 20 km,N/A,N/A
5440,WEEKEROO,391.65,> 20 km,N/A,N/A
5280,RENDELSHAM,392.22,> 20 km,N/A,N/A
5713,WALLERBERDINA,392.58,> 20 km,N/A,N/A
5440,OUTALPA,394.86,> 20 km,N/A,N/A
5280,SOUTHEND,394.89,> 20 km,N/A,N/A
5601,PORT BONYTHON,396.1,> 20 km,N/A,N/A
5601,POINT LOWLY NORTH,397.11,> 20 km,N/A,N/A
5601,POINT LOWLY,397.33,> 20 km,N/A,N/A
5279,SHORT,397.67,> 20 km,N/A,N/A
5280,SEBASTOPOL,398.26,> 20 km,N/A,N/A
5280,MILLICENT,398.52,> 20 km,N/A,N/A
5601,FITZGERALD BAY,398.59,> 20 km,N/A,N/A
5432,HOLOWILIENA SOUTH,398.83,> 20 km,N/A,N/A
5440,BENDA,398.86,> 20 km,N/A,N/A
5278,KRONGART,399.07,> 20 km,N/A,N/A
5432,BIBLIANDO,399.34,> 20 km,N/A,N/A
5280,WATTLE RANGE,400.35,> 20 km,N/A,N/A
5278,MOERLONG,400.59,> 20 km,N/A,N/A
5280,ROCKY CAMP,400.6,> 20 km,N/A,N/A
5440,OLARY,400.71,> 20 km,N/A,N/A
5277,NANGWARRY,402.5,> 20 km,N/A,N/A
5715,YUDNAPINNA,402.78,> 20 km,N/A,N/A
5434,BARNDIOOTA,403.13,> 20 km,N/A,N/A
5601,BACKY POINT,403.18,> 20 km,N/A,N/A
5279,WATTLE RANGE EAST,403.61,> 20 km,N/A,N/A
5440,WADNAMINGA,403.68,> 20 km,N/A,N/A
5611,GILLES DOWNS,405.7,> 20 km,N/A,N/A
5432,BARATTA,405.72,> 20 km,N/A,N/A
5440,WIAWERA,405.75,> 20 km,N/A,N/A
5279,MOUNT BURR,406.09,> 20 km,N/A,N/A
5601,DOUGLAS POINT SOUTH,409.55,> 20 km,N/A,N/A
5611,IRON BARON,409.58,> 20 km,N/A,N/A
5440,ABMINGA STATION,409.93,> 20 km,N/A,N/A
5601,DOUGLAS POINT,410.09,> 20 km,N/A,N/A
5280,CANUNDA,410.71,> 20 km,N/A,N/A
5434,SHAGGY RIDGE,411.08,> 20 km,N/A,N/A
5278,KALANGADOO,411.45,> 20 km,N/A,N/A
5279,MOUNT MCINTYRE,411.78,> 20 km,N/A,N/A
5277,TARPEENA,412.01,> 20 km,N/A,N/A
5280,TANTANOOLA,412.62,> 20 km,N/A,N/A
5432,WILLIPPA,415.08,> 20 km,N/A,N/A
5434,BLACK HILL STATION,416.81,> 20 km,N/A,N/A
5278,WEPAR,417.49,> 20 km,N/A,N/A
5440,PLUMBAGO,418.85,> 20 km,N/A,N/A
5440,DEVONBOROUGH DOWNS,419.23,> 20 km,N/A,N/A
5279,KOORINE,421.94,> 20 km,N/A,N/A
5440,BULLOO CREEK,421.98,> 20 km,N/A,N/A
5291,DISMAL SWAMP,423.62,> 20 km,N/A,N/A
5291,MINGBOOL,424.11,> 20 km,N/A,N/A
5280,GERMAN FLAT,424.2,> 20 km,N/A,N/A
5717,UNO,424.27,> 20 km,N/A,N/A
5277,PLEASANT PARK,425.53,> 20 km,N/A,N/A
5291,GLENCOE,425.82,> 20 km,N/A,N/A
5434,PRELINNA,427.87,> 20 km,N/A,N/A
5434,FLINDERS RANGES,428.06,> 20 km,N/A,N/A
5713,SOUTH GAP,428.31,> 20 km,N/A,N/A
5611,MYOLA STATION,428.4,> 20 km,N/A,N/A
5440,TIKALINA,430.57,> 20 km,N/A,N/A
5291,WANDILO,430.8,> 20 km,N/A,N/A
5291,BURRUNGULE,430.94,> 20 km,N/A,N/A
5611,LAKE GILLES,430.97,> 20 km,N/A,N/A
5291,MIL-LEL,433.18,> 20 km,N/A,N/A
5713,OAKDEN HILLS,433.8,> 20 km,N/A,N/A
5291,SUTTONTOWN,433.86,> 20 km,N/A,N/A
5440,CURNAMONA,434.06,> 20 km,N/A,N/A
5713,LAKE TORRENS STATION,434.14,> 20 km,N/A,N/A
5290,MOUNT GAMBIER,435.75,> 20 km,N/A,N/A
5291,WORROLONG,436.32,> 20 km,N/A,N/A
5291,GERMAN CREEK,437.46,> 20 km,N/A,N/A
5291,KONGORONG,438.98,> 20 km,N/A,N/A
5434,MOUNT HAVELOCK,440.59,> 20 km,N/A,N/A
5291,GLENBURNIE,440.96,> 20 km,N/A,N/A
5440,BIMBOWRIE,442.26,> 20 km,N/A,N/A
5291,SQUARE MILE,442.84,> 20 km,N/A,N/A
5434,UPALINNA,443.3,> 20 km,N/A,N/A
5291,OB FLAT,443.41,> 20 km,N/A,N/A
5440,MINGARY,443.83,> 20 km,N/A,N/A
5291,YAHL,444.75,> 20 km,N/A,N/A
5291,CARPENTER ROCKS,445.11,> 20 km,N/A,N/A
5291,PELICAN POINT,446.27,> 20 km,N/A,N/A
5291,COMPTON,447.18,> 20 km,N/A,N/A
5291,BLACKFELLOWS CAVES,448.35,> 20 km,N/A,N/A
5291,CAROLINE,449.2,> 20 km,N/A,N/A
5291,MOORAK,449.27,> 20 km,N/A,N/A
5717,NONNING,449.46,> 20 km,N/A,N/A
5291,CAVETON,450.56,> 20 km,N/A,N/A
5291,NENE VALLEY,450.84,> 20 km,N/A,N/A
5291,MOUNT SCHANK,451.45,> 20 km,N/A,N/A
5440,BINDARRAH,454.58,> 20 km,N/A,N/A
5291,CAPE DOUGLAS,454.7,> 20 km,N/A,N/A
5611,COOYERDOO,455.4,> 20 km,N/A,N/A
5713,PERNATTY,457.77,> 20 km,N/A,N/A
5291,WYE,457.92,> 20 km,N/A,N/A
5641,BARNA,458.29,> 20 km,N/A,N/A
5713,WINTABATINYANA,460.69,> 20 km,N/A,N/A
5602,MIDGEE,460.77,> 20 km,N/A,N/A
5717,SIAM,463.01,> 20 km,N/A,N/A
5291,ALLENDALE EAST,464.2,> 20 km,N/A,N/A
5641,MOSELEY,464.56,> 20 km,N/A,N/A
5641,KIMBA,464.77,> 20 km,N/A,N/A
5291,EIGHT MILE CREEK,464.95,> 20 km,N/A,N/A
5291,PORT MACDONNELL,466.31,> 20 km,N/A,N/A
5291,DONOVANS,466.56,> 20 km,N/A,N/A
5440,PINE CREEK STATION,467.58,> 20 km,N/A,N/A
5440,COCKBURN,469.27,> 20 km,N/A,N/A
5434,WILLOW SPRINGS,469.36,> 20 km,N/A,N/A
5440,BOOLCOOMATTA,469.56,> 20 km,N/A,N/A
5641,YALANDA,470.05,> 20 km,N/A,N/A
5440,TEPCO STATION,471.18,> 20 km,N/A,N/A
5291,RACECOURSE BAY,471.2,> 20 km,N/A,N/A
5730,PARACHILNA,471.54,> 20 km,N/A,N/A
5440,MARTINS WELL,475.01,> 20 km,N/A,N/A
5715,YALYMBOO,476.71,> 20 km,N/A,N/A
5730,GUM CREEK STATION,477.0,> 20 km,N/A,N/A
5641,SOLOMON,478.44,> 20 km,N/A,N/A
5641,CORTLINYE,478.88,> 20 km,N/A,N/A
5730,MOUNT FALKLAND,480.11,> 20 km,N/A,N/A
5720,PIMBA,482.91,> 20 km,N/A,N/A
5730,MOTPENA,485.24,> 20 km,N/A,N/A
5641,WILCHERRY,486.41,> 20 km,N/A,N/A
5641,YELTANA,487.76,> 20 km,N/A,N/A
5720,WOOMERA,489.27,> 20 km,N/A,N/A
5602,COWELL,490.01,> 20 km,N/A,N/A
5730,ALPANA,490.23,> 20 km,N/A,N/A
5440,KALKAROO,490.69,> 20 km,N/A,N/A
5641,PINKAWILLINIE,490.99,> 20 km,N/A,N/A
5730,BLINMAN,491.96,> 20 km,N/A,N/A
5602,MITCHELLVILLE,492.7,> 20 km,N/A,N/A
5641,CUNYARIE,492.78,> 20 km,N/A,N/A
5611,SECRET ROCKS,492.9,> 20 km,N/A,N/A
5440,ERUDINA,493.12,> 20 km,N/A,N/A
5640,WADDIKEE,493.65,> 20 km,N/A,N/A
5717,MAHANEWO,494.29,> 20 km,N/A,N/A
5440,WOMPINIE,495.88,> 20 km,N/A,N/A
5730,ORATUNGA STATION,497.86,> 20 km,N/A,N/A
5717,MOUNT IVE,498.47,> 20 km,N/A,N/A
5602,MINBRIE,498.86,> 20 km,N/A,N/A
5641,KELLY,499.31,> 20 km,N/A,N/A
5730,WIRREALPA,500.12,> 20 km,N/A,N/A
5641,PANITYA,501.15,> 20 km,N/A,N/A
5641,CARALUE,503.13,> 20 km,N/A,N/A
5641,BUCKLEBOO,503.74,> 20 km,N/A,N/A
5440,MUTOOROO,504.13,> 20 km,N/A,N/A
5602,MILTALIE,504.88,> 20 km,N/A,N/A
5730,MOOLOOLOO,505.73,> 20 km,N/A,N/A
5440,KALABITY,505.84,> 20 km,N/A,N/A
5717,KOLENDO,506.51,> 20 km,N/A,N/A
5730,ANGORIGINA,506.73,> 20 km,N/A,N/A
5640,CAMPOONA,507.79,> 20 km,N/A,N/A
5641,BUNGEROO,507.88,> 20 km,N/A,N/A
5730,NILPENA,510.79,> 20 km,N/A,N/A
5440,YARRAMBA,510.86,> 20 km,N/A,N/A
5602,PORT GIBBON,511.02,> 20 km,N/A,N/A
5440,MUNDI MUNDI,512.41,> 20 km,N/A,N/A
5730,BELTANA STATION,514.5,> 20 km,N/A,N/A
5642,DARKE PEAK,515.49,> 20 km,N/A,N/A
5730,BELTANA,516.24,> 20 km,N/A,N/A
5440,MOOLEULOOLOO,521.17,> 20 km,N/A,N/A
5720,ARCOONA,521.3,> 20 km,N/A,N/A
5602,MANGALO,523.61,> 20 km,N/A,N/A
5650,KOONGAWA,524.03,> 20 km,N/A,N/A
5640,JAMIESON,524.79,> 20 km,N/A,N/A
5730,MOORILLAH,525.17,> 20 km,N/A,N/A
5650,COOTRA,525.57,> 20 km,N/A,N/A
5730,EDIACARA,525.88,> 20 km,N/A,N/A
5730,PUTTAPA,527.61,> 20 km,N/A,N/A
5642,KIELPA,529.62,> 20 km,N/A,N/A
5730,NARRINA,530.9,> 20 km,N/A,N/A
5732,MULGA VIEW,533.46,> 20 km,N/A,N/A
5640,CLEVE,533.56,> 20 km,N/A,N/A
5719,WIRRAMINNA,533.97,> 20 km,N/A,N/A
5603,ARNO BAY,534.71,> 20 km,N/A,N/A
5440,BILLEROO WEST,537.03,> 20 km,N/A,N/A
5731,LEIGH CREEK,537.47,> 20 km,N/A,N/A
5720,PURPLE DOWNS,539.44,> 20 km,N/A,N/A
5633,BOONERDO,540.47,> 20 km,N/A,N/A
5730,WARRAWEENA,541.63,> 20 km,N/A,N/A
5732,COPLEY,541.8,> 20 km,N/A,N/A
5642,RUDALL,542.35,> 20 km,N/A,N/A
5731,LEIGH CREEK STATION,546.87,> 20 km,N/A,N/A
5732,NORTH MOOLOOLOO,548.61,> 20 km,N/A,N/A
5440,MULYUNGARIE,551.67,> 20 km,N/A,N/A
5651,KYANCUTTA,552.57,> 20 km,N/A,N/A
5603,VERRAN,560.99,> 20 km,N/A,N/A
5642,HAMBIDGE,561.34,> 20 km,N/A,N/A
5440,FROME DOWNS,565.65,> 20 km,N/A,N/A
5650,WARRAMBOO,565.77,> 20 km,N/A,N/A
5652,WUDINNA,566.81,> 20 km,N/A,N/A
5604,PORT NEILL,569.47,> 20 km,N/A,N/A
5603,WHARMINDA,569.55,> 20 km,N/A,N/A
5717,THURLGA,570.85,> 20 km,N/A,N/A
5717,YARDEA,570.95,> 20 km,N/A,N/A
5652,PYGERY,572.42,> 20 km,N/A,N/A
5732,PINDA SPRINGS,573.91,> 20 km,N/A,N/A
5731,LYNDHURST,575.3,> 20 km,N/A,N/A
5731,MYRTLE SPRINGS,575.82,> 20 km,N/A,N/A
5732,MANNERS WELL,577.6,> 20 km,N/A,N/A
5605,BUTLER,577.65,> 20 km,N/A,N/A
5725,ROXBY DOWNS,578.0,> 20 km,N/A,N/A
5725,ROXBY DOWNS STATION,578.0,> 20 km,N/A,N/A
5720,BOSWORTH,578.54,> 20 km,N/A,N/A
5725,OLYMPIC DAM,578.62,> 20 km,N/A,N/A
5642,MURLONG,579.77,> 20 km,N/A,N/A
5603,HINCKS,580.68,> 20 km,N/A,N/A
5654,COCATA,586.1,> 20 km,N/A,N/A
5732,WERTALOONA,586.21,> 20 km,N/A,N/A
5607,MURDINGA,587.64,> 20 km,N/A,N/A
5607,MOODY,587.87,> 20 km,N/A,N/A
5633,ULYERRA,588.69,> 20 km,N/A,N/A
5670,PALKAGEE,589.22,> 20 km,N/A,N/A
5653,YANINEE,591.15,> 20 km,N/A,N/A
5732,BURR WELL,591.37,> 20 km,N/A,N/A
5722,ANDAMOOKA STATION,593.69,> 20 km,N/A,N/A
5722,ANDAMOOKA,593.69,> 20 km,N/A,N/A
5633,LOCK,594.19,> 20 km,N/A,N/A
5607,LIPSON,594.4,> 20 km,N/A,N/A
5719,GLENDAMBO,594.88,> 20 km,N/A,N/A
5719,COONDAMBO,594.93,> 20 km,N/A,N/A
5607,UNGARRA,595.48,> 20 km,N/A,N/A
5732,MOUNT SERLE,596.04,> 20 km,N/A,N/A
5732,NEPABUNNA,599.12,> 20 km,N/A,N/A
5731,FARINA STATION,600.11,> 20 km,N/A,N/A
5731,FARINA,601.78,> 20 km,N/A,N/A
5720,PARAKYLIA,602.66,> 20 km,N/A,N/A
5717,MOONAREE,603.38,> 20 km,N/A,N/A
5732,ANGEPENA,603.44,> 20 km,N/A,N/A
5605,TUMBY BAY,603.7,> 20 km,N/A,N/A
5654,MINNIPA,604.08,> 20 km,N/A,N/A
5732,YANKANINNA,607.6,> 20 km,N/A,N/A
5607,BROOKER,611.72,> 20 km,N/A,N/A
5654,MOUNT DAMPER,611.94,> 20 km,N/A,N/A
5731,MOUNT LYNDHURST,613.15,> 20 km,N/A,N/A
5631,COCKALEECHIE,618.53,> 20 km,N/A,N/A
5654,KARCULTABY,619.28,> 20 km,N/A,N/A
5607,WHITES RIVER,622.87,> 20 km,N/A,N/A
5607,YALLUNDA FLAT,623.36,> 20 km,N/A,N/A
5732,GAMMON RANGES,625.59,> 20 km,N/A,N/A
5632,YEELANNA,626.15,> 20 km,N/A,N/A
5731,WITCHELINA,626.71,> 20 km,N/A,N/A
5670,COOLILLIE,626.74,> 20 km,N/A,N/A
5607,KOPPIO,628.68,> 20 km,N/A,N/A
5732,ARKAROOLA,628.78,> 20 km,N/A,N/A
5670,TALIA,630.09,> 20 km,N/A,N/A
5701,ARKAROOLA VILLAGE,630.1,> 20 km,N/A,N/A
5670,MOUNT JOY,630.42,> 20 km,N/A,N/A
5607,LOUTH BAY,630.73,> 20 km,N/A,N/A
5670,POLDA,631.15,> 20 km,N/A,N/A
5670,MOUNT WEDGE,631.79,> 20 km,N/A,N/A
5670,BRAMFIELD,632.57,> 20 km,N/A,N/A
5607,POONINDIE,633.46,> 20 km,N/A,N/A
5607,TOOLIGIE,634.74,> 20 km,N/A,N/A
5670,COLTON,636.29,> 20 km,N/A,N/A
5719,KINGOONYA,637.46,> 20 km,N/A,N/A
5655,POOCHERA,637.79,> 20 km,N/A,N/A
5732,WOOLTANA,638.01,> 20 km,N/A,N/A
5607,NORTH SHIELDS,639.03,> 20 km,N/A,N/A
5671,MOUNT COOPER,639.4,> 20 km,N/A,N/A
5731,MULGARIA,641.33,> 20 km,N/A,N/A
5607,WHITES FLAT,641.43,> 20 km,N/A,N/A
5631,CUMMINS,641.51,> 20 km,N/A,N/A
5632,KARKOO,641.91,> 20 km,N/A,N/A
5607,POINT BOSTON,642.17,> 20 km,N/A,N/A
5732,UMBERATANA,643.3,> 20 km,N/A,N/A
5670,ELLISTON,644.86,> 20 km,N/A,N/A
5607,TIATUKIA,645.32,> 20 km,N/A,N/A
5719,WILGENA,645.95,> 20 km,N/A,N/A
5607,CHARLTON GULLY,646.12,> 20 km,N/A,N/A
5607,GREEN PATCH,647.09,> 20 km,N/A,N/A
5607,TOOTENILLA,648.17,> 20 km,N/A,N/A
5607,BOSTON,648.57,> 20 km,N/A,N/A
5720,STUARTS CREEK,650.57,> 20 km,N/A,N/A
5606,PORT LINCOLN,650.69,> 20 km,N/A,N/A
5671,PORT KENNY,651.39,> 20 km,N/A,N/A
5607,HAWSON,652.02,> 20 km,N/A,N/A
5680,CHANDADA,653.55,> 20 km,N/A,N/A
5720,MOUNT VIVIAN,653.64,> 20 km,N/A,N/A
5671,COLLEY,653.71,> 20 km,N/A,N/A
5630,EDILLILIE,653.77,> 20 km,N/A,N/A
5720,MILLERS CREEK,654.82,> 20 km,N/A,N/A
5655,KALDOONERA,655.09,> 20 km,N/A,N/A
5607,DUCK PONDS,655.14,> 20 km,N/A,N/A
5733,MARREE,655.57,> 20 km,N/A,N/A
5655,BOCKELBERG,656.57,> 20 km,N/A,N/A
5660,CUNGENA,657.16,> 20 km,N/A,N/A
5607,COOMUNGA,658.79,> 20 km,N/A,N/A
5733,MARREE STATION,660.06,> 20 km,N/A,N/A
5607,VENUS BAY,661.35,> 20 km,N/A,N/A
5607,WANILLA,662.21,> 20 km,N/A,N/A
5607,TULKA,662.64,> 20 km,N/A,N/A
5607,FOUNTAIN,665.35,> 20 km,N/A,N/A
5719,BON BON,666.49,> 20 km,N/A,N/A
5632,KAPINNIE,668.32,> 20 km,N/A,N/A
5671,WITERA,669.44,> 20 km,N/A,N/A
5607,PEARLAH,669.96,> 20 km,N/A,N/A
5661,YANTANABIE,670.59,> 20 km,N/A,N/A
5733,MUNDOWDNA,670.95,> 20 km,N/A,N/A
5607,MOUNT DRUMMOND,671.3,> 20 km,N/A,N/A
5655,LOCKES CLAYPAN,674.26,> 20 km,N/A,N/A
5607,COULTA,675.03,> 20 km,N/A,N/A
5607,ULEY,675.08,> 20 km,N/A,N/A
5671,TYRINGA,677.29,> 20 km,N/A,N/A
5671,MORTANA,678.11,> 20 km,N/A,N/A
5607,LINCOLN NATIONAL PARK,678.19,> 20 km,N/A,N/A
5733,CALLANNA,678.71,> 20 km,N/A,N/A
5607,SLEAFORD,679.16,> 20 km,N/A,N/A
5680,PIEDNIPPIE,679.35,> 20 km,N/A,N/A
5607,SHERINGA,680.2,> 20 km,N/A,N/A
5731,MOUNT FREELING,680.76,> 20 km,N/A,N/A
5607,MOUNT HOPE,681.88,> 20 km,N/A,N/A
5632,MITCHELL,682.19,> 20 km,N/A,N/A
5670,KAPPAWANTA,683.64,> 20 km,N/A,N/A
5660,CHILPENUNDA,683.66,> 20 km,N/A,N/A
5661,WIRRULLA,684.23,> 20 km,N/A,N/A
5607,WANGARY,685.57,> 20 km,N/A,N/A
5607,COFFIN BAY,687.5,> 20 km,N/A,N/A
5671,CALCA,688.99,> 20 km,N/A,N/A
5661,WALLALA,689.69,> 20 km,N/A,N/A
5733,MULOORINA,689.89,> 20 km,N/A,N/A
5607,MOUNT DUTTON BAY,691.16,> 20 km,N/A,N/A
5607,KELLIDIE BAY,691.21,> 20 km,N/A,N/A
5655,NARLABY,691.63,> 20 km,N/A,N/A
5732,MOOLAWATANA,693.81,> 20 km,N/A,N/A
5607,FARM BEACH,695.03,> 20 km,N/A,N/A
5680,MARYVALE,695.06,> 20 km,N/A,N/A
5661,PIMBAACLA,695.24,> 20 km,N/A,N/A
5607,KIANA,697.73,> 20 km,N/A,N/A
5717,KOKATHA,697.86,> 20 km,N/A,N/A
5680,STREAKY BAY,698.63,> 20 km,N/A,N/A
5607,LITTLE DOUGLAS,698.94,> 20 km,N/A,N/A
5680,PETINA,699.08,> 20 km,N/A,N/A
5731,MURNPEOWIE,700.86,> 20 km,N/A,N/A
5680,EBA ANCHORAGE,701.21,> 20 km,N/A,N/A
5671,BAIRD BAY,704.23,> 20 km,N/A,N/A
5680,PERLUBIE,704.32,> 20 km,N/A,N/A
5680,SCEALE BAY,706.14,> 20 km,N/A,N/A
5733,CLAYTON STATION,706.23,> 20 km,N/A,N/A
5680,NUNJIKOMPITA,707.34,> 20 km,N/A,N/A
5680,YANERBIE,714.57,> 20 km,N/A,N/A
5680,HASLAM,715.54,> 20 km,N/A,N/A
5680,INKSTER,716.7,> 20 km,N/A,N/A
5701,TARCOOLA,717.69,> 20 km,N/A,N/A
5680,CARAWA,718.31,> 20 km,N/A,N/A
5680,PUREBA,718.55,> 20 km,N/A,N/A
5680,PINJARRA STATION,719.78,> 20 km,N/A,N/A
5680,WESTALL,721.45,> 20 km,N/A,N/A
5720,MOUNT EBA,722.09,> 20 km,N/A,N/A
5680,CHINBINGINA,723.93,> 20 km,N/A,N/A
5717,HILTABA,725.9,> 20 km,N/A,N/A
5680,PUNTABIE,732.4,> 20 km,N/A,N/A
5723,MCDOUALL PEAK,732.92,> 20 km,N/A,N/A
5719,BULGUNNIA,734.9,> 20 km,N/A,N/A
5680,MUDAMUCKLA,743.05,> 20 km,N/A,N/A
5680,SMOKY BAY,755.05,> 20 km,N/A,N/A
5733,DULKANINNA,755.23,> 20 km,N/A,N/A
5690,MALTEE,758.75,> 20 km,N/A,N/A
5690,MERGHINY,760.53,> 20 km,N/A,N/A
5717,KONDOOLKA,762.05,> 20 km,N/A,N/A
